,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
3656,0,2,0,1,2.00E+06,3.00E+07,15,0,0,0,0,BENIGN,0
3657,0,1,2,89,33707.86517,202247.191,6,6,2,0,0,BENIGN,1
3658,0,1,2,205,14634.14634,87804.87805,6,6,2,0,0,BENIGN,1
3659,0,2,0,1,2.00E+06,3.00E+07,15,0,0,0,0,BENIGN,0
3660,0,2,2,21180,188.8574127,13408.8763,43,99,2,0,0,BENIGN,0
3661,0,2,2,22308,179.3078716,11475.70378,50,78,3,0,0,BENIGN,0
3662,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,1
3663,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,1
3664,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
3665,0,2,2,20687,193.3581476,12954.99589,39,95,3,0,0,BENIGN,0
3666,0,6,0,44878938,0.133693003,40.10790095,300,0,0,0,7309202,BENIGN,0
3667,0,1,2,175,17142.85714,102857.1429,6,6,3,0,0,BENIGN,1
3668,0,2,2,20857,191.7821355,11027.47279,38,77,3,0,0,BENIGN,0
3669,0,38,32,117207340,0.597232221,66.9412001,69.36842105,162.8125,3780395.484,1,426224.6364,BENIGN,0
3670,0,4,0,1227,3259.9837,105134.4743,32.25,0,0,0,0,BENIGN,0
3671,0,2,2,20748,192.7896665,12627.72315,45,86,2,0,0,BENIGN,0
3672,0,2,2,20820,192.1229587,9606.147935,42,58,3,0,0,BENIGN,0
3673,0,176,284,6454945,71.26319434,56102.41451,61.93181818,1236.753521,22392.61484,1,0,BENIGN,0
3674,0,1,2,24665,121.6298399,0,0,0,3,0,0,BENIGN,0
3675,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3676,0,4,0,844,4739.336493,152843.6019,32.25,0,0,0,0,BENIGN,0
3677,0,12,0,1496753,8.017354901,400.867745,50,0,0,0,0,BENIGN,1
3678,0,1,2,33564,89.38148016,0,0,0,1,0,0,BENIGN,0
3679,0,36,36,117098557,0.614866672,101.1968064,71.5,257.6666667,3344500.857,1,248007.5,BENIGN,0
3680,0,1,2,177,16949.15254,101694.9153,6,6,1,0,0,BENIGN,1
3681,0,12,15,88691,304.4277322,164052.7224,354,686.8,4486.785714,1,0,BENIGN,0
3682,0,2,2,21509,185.9686643,10786.18253,44,72,2,0,0,BENIGN,0
3683,0,2,8,7159827,1.396681791,0,0,0,1014975.143,1,0,BENIGN,0
3684,0,2,2,46801,85.46825923,4444.34948,44,60,2,0,0,BENIGN,0
3685,0,62,70,117090860,1.127329665,374.6833869,103.3870968,535.1714286,1696076.87,1,327599,BENIGN,0
3686,0,2,2,20611,194.0711271,9509.485226,41,57,3,0,0,BENIGN,0
3687,0,2,2,21317,187.6436647,9194.539569,41,57,3,0,0,BENIGN,0
3688,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
3689,0,1,3,57387,69.70219736,418.2131842,6,6,1487,0,0,BENIGN,0
3690,0,1,1,20897,95.70751783,574.245107,6,6,0,0,0,BENIGN,0
3691,0,2,2,22391,178.6432049,31530.52566,48,305,3,0,0,BENIGN,0
3692,0,2,2,45929,87.09094472,11365.36829,42,219,3,0,0,BENIGN,0
3693,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
3694,0,2,2,45576,87.76549061,5748.639635,45,86,1,0,0,BENIGN,0
3695,0,1,1,41594,48.08385825,288.5031495,6,6,0,0,0,BENIGN,0
3696,0,1,2,95,31578.94737,189473.6842,6,6,2,0,0,BENIGN,1
3697,0,7,2,450960,19.95742416,1649.813731,106.2857143,0,2,1,0,BENIGN,0
3698,0,1,2,108,27777.77778,0,0,0,2,0,0,BENIGN,1
3699,0,2,2,20664,193.5733643,15292.29578,31,127,2,0,0,BENIGN,0
3700,0,50,58,115709313,0.933373444,416.8463086,82.86,760.1724138,1940872.526,1,47884.66667,BENIGN,0
3701,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3702,0,40,32,118137550,0.609459059,102.4568395,81.85,275.9375,3809568.29,1,276773.5,BENIGN,0
3703,0,2,2,25059,159.623289,10694.76037,32,102,3,0,0,BENIGN,0
3704,0,2,2,49407,80.96018783,3157.447325,31,47,3,0,0,BENIGN,0
3705,0,4,0,316,12658.22785,389240.5063,30.75,0,0,0,0,BENIGN,0
3706,0,5,2,5996806,1.167288053,3.001597851,3.6,0,1,1,0,BENIGN,0
3707,0,2,0,4,5.00E+05,0,0,0,0,0,0,BENIGN,1
3708,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3709,0,2,2,20997,190.5034052,13811.49688,43,102,2,0,0,BENIGN,0
3710,0,2,2,20861,191.7453622,10929.48564,43,71,3,0,0,BENIGN,0
3711,0,42,39,115320773,0.702388632,139.8793954,70.11904762,338.1025641,2965290.237,1,48983.45455,BENIGN,0
3712,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
3713,0,2,8,7334372,1.36344325,0,0,0,1039916.714,1,0,BENIGN,0
3714,0,2,8,7279194,1.373778471,0,0,0,1031989.571,1,0,BENIGN,0
3715,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
3716,0,11,10,108691,193.2082693,65562.00605,113.6363636,587.6,6496.888889,1,0,BENIGN,0
3717,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3718,0,1,2,133,22556.39098,135338.3459,6,6,2,0,0,BENIGN,1
3719,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3720,0,2,0,4,5.00E+05,3.00E+06,6,0,0,0,0,BENIGN,0
3721,0,2,2,20715,193.0967898,8882.452329,32,60,1,0,0,BENIGN,0
3722,0,3,0,273,10989.01099,65934.06593,6,0,0,0,0,BENIGN,1
3723,0,254,345,119705792,5.003934981,4580.145963,30.49606299,1566.736232,347265.8314,1,1328342,BENIGN,0
3724,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3725,0,2,2,20920,191.2045889,11089.86616,50,66,1,0,0,BENIGN,0
3726,0,3,0,3,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3727,0,3,0,124,24193.54839,145161.2903,6,0,0,0,0,BENIGN,0
3728,0,30,28,117592842,0.4932273,44.71360595,82.53333333,99.35714286,4354297.667,1,122757,BENIGN,0
3729,0,52,0,113120490,0.459686835,0,0,0,0,0,6.25,BENIGN,0
3730,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3731,0,1,2,77,38961.03896,0,0,0,1,0,0,BENIGN,1
3732,0,2,2,20722,193.0315607,8493.388669,36,52,3,0,0,BENIGN,0
3733,0,1,2,185,16216.21622,97297.2973,6,6,2,0,0,BENIGN,1
3734,0,2,2,20605,194.1276389,10579.95632,31,78,2,0,0,BENIGN,0
3735,0,26,21,117772271,0.399075263,66.65405985,70.53846154,286.4761905,5886547,1,133144,BENIGN,0
3736,0,2,0,2,1.00E+06,18500000,18.5,0,0,0,0,BENIGN,0
3737,0,1,3,314,12738.8535,76433.12102,6,6,157,0,0,BENIGN,1
3738,0,2,0,1,2.00E+06,3.00E+07,15,0,0,0,0,BENIGN,0
3739,0,2,2,21259,188.1556047,10254.48046,31,78,1,0,0,BENIGN,0
3740,0,52,0,116245691,0.447328409,0,0,0,0,0,6.166666667,BENIGN,0
3741,0,2,8,7296297,1.370558243,0,0,0,1034482.429,1,0,BENIGN,0
3742,0,130,181,7296453,42.62345005,43338.86616,44.70769231,1714.961326,39403.38889,1,0,BENIGN,0
3743,0,60,60,3105425,38.64205383,3985.927852,38.43333333,167.8666667,51613.54237,0,0,BENIGN,0
3744,0,2,2,21571,185.4341477,29854.89778,33,289,4,0,0,BENIGN,0
3745,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
3746,0,15,18,8425840,3.916523456,64.32593071,28.93333333,6,495637.5882,0,0,BENIGN,1
3747,0,2,2,21203,188.6525492,7357.449418,31,47,3,0,0,BENIGN,0
3748,0,1,2,35,85714.28571,0,0,0,33,0,0,BENIGN,1
3749,0,2,2,67593,59.1777255,3491.485805,51,67,2,0,0,BENIGN,0
3750,0,5,2,6005674,1.165564431,2.99716568,3.6,0,3,1,0,BENIGN,0
3751,0,35,30,61386423,1.058866062,335.1229636,300.1714286,335.5333333,2114626.621,1,226482.5,BENIGN,0
3752,0,4,0,10,4.00E+05,80400000,201,0,0,0,0,BENIGN,1
3753,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
3754,0,3,0,3,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3755,0,2,2,22496,177.8093883,12535.56188,43,98,3,0,0,BENIGN,0
3756,0,1,2,21153,141.8238548,850.9431286,6,6,2,0,0,BENIGN,0
3757,0,32,26,116081617,0.49964845,44.31364873,115.375,55.84615385,4640868.68,0,467843.5455,BENIGN,0
3758,0,1,2,70,42857.14286,0,0,0,4,0,0,BENIGN,1
3759,0,1,1,41092,48.67127421,292.0276453,6,6,0,0,0,BENIGN,0
3760,0,78,98,116013853,1.517060208,1014.284044,26.75641026,1179.428571,1159259.227,1,36440.45455,BENIGN,0
3761,0,148,216,117962818,3.085718078,1649.028086,58.02702703,860.8148148,548539.5628,1,485199,BENIGN,0
3762,0,2,2,20704,193.1993818,14489.95363,47,103,2,0,0,BENIGN,0
3763,0,2,2,20936,191.0584639,10126.09859,45,61,3,0,0,BENIGN,0
3764,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3765,0,1,3,55270,72.37199204,434.2319522,6,6,1.5,0,0,BENIGN,0
3766,0,2,2,21027,190.231607,7989.727493,34,50,3,0,0,BENIGN,0
3767,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3768,0,4,0,450,8888.888889,286666.6667,32.25,0,0,0,0,BENIGN,0
3769,0,5,2,365,19178.08219,202739.726,12.4,6,2,0,0,BENIGN,1
3770,0,2,2,21660,184.6722068,7017.54386,30,46,1,0,0,BENIGN,0
3771,0,2,2,20639,193.8078395,11047.04685,43,71,3,0,0,BENIGN,0
3772,0,50,47,116083877,0.835602691,303.5477528,142.14,598.5106383,2446526.63,1,47591.27273,BENIGN,0
3773,0,2,2,20687,193.3581476,6380.818872,25,41,1,0,0,BENIGN,0
3774,0,4,0,378,10582.01058,325396.8254,30.75,0,0,0,0,BENIGN,0
3775,0,1,1,26674,74.97938067,0,0,0,0,0,0,BENIGN,0
3776,0,2,2,60799,65.79055577,7960.657248,42,200,3,0,0,BENIGN,0
3777,1,2,3,40926,122.1717246,2296.828422,6,27.33333333,20416.5,0,0,BENIGN,0
3778,0,2,2,21118,189.4118761,9849.417558,36,68,3,0,0,BENIGN,0
3779,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3780,0,2,2,20933,191.0858453,15286.86763,32,128,3,0,0,BENIGN,0
3781,0,18,14,491150,65.15321185,20063.11717,163.2222222,494,27270.53846,1,0,BENIGN,0
3782,0,4,2,229,26200.87336,323144.1048,15.5,6,3,0,0,BENIGN,1
3783,0,26,21,118100141,0.397967349,67.36655801,73.30769231,288.0952381,5901890.6,1,147555,BENIGN,0
3784,0,1,3,57454,69.62091412,417.7254847,6,6,1503.5,0,0,BENIGN,0
3785,0,2,2,20876,191.6075877,32381.68231,41,297,5,0,0,BENIGN,0
3786,0,1,2,109,27522.93578,165137.6147,6,6,1,0,0,BENIGN,1
3787,0,2,2,55037,72.67838,5596.23526,45,109,3,0,0,BENIGN,0
3788,0,1,2,33425,89.75317876,0,0,0,2,0,0,BENIGN,0
3789,0,1,2,93,32258.06452,0,0,0,92,0,0,BENIGN,1
3790,0,3,0,262,11450.38168,68702.29008,6,0,0,0,0,BENIGN,0
3791,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
3792,0,1,2,62,48387.09677,0,0,0,61,0,0,BENIGN,1
3793,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
3794,0,2,2,20612,194.0617116,12419.94954,50,78,1,0,0,BENIGN,0
3795,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3797,0,1,2,76,39473.68421,236842.1053,6,6,1,0,0,BENIGN,1
3798,0,2,2,46024,86.91117678,3389.535894,31,47,3,0,0,BENIGN,0
3799,0,2,2,48083,83.18948485,3327.579394,32,48,3,0,0,BENIGN,0
3800,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3801,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
3802,0,5,0,6,833333.3333,25666666.67,30.8,0,0,0,0,BENIGN,0
3803,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3804,0,2,2,84365,47.41302673,142.2390802,0,6,2,1,0,BENIGN,0
3805,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3806,0,2,2,56073,71.3355804,3566.77902,42,58,2,0,0,BENIGN,0
3807,0,24,26,30777050,1.624587152,488.2859143,121.0833333,466.2307692,1226345.76,1,360040,BENIGN,0
3808,0,2,0,1,2.00E+06,4.30E+08,215,0,0,0,0,BENIGN,1
3809,0,2,2,20608,194.0993789,8928.571429,32,60,3,0,0,BENIGN,0
3810,0,2,2,21053,189.9966751,10354.81879,36,73,2,0,0,BENIGN,0
3811,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3812,0,2,2,47338,84.49871139,4309.434281,43,59,3,0,0,BENIGN,0
3813,0,3,0,4,750000,4500000,6,0,0,0,0,BENIGN,1
3814,0,4,0,777,5148.005148,158301.1583,30.75,0,0,0,0,BENIGN,0
3815,0,1,2,1,3.00E+06,1.20E+07,0,6,0,0,0,BENIGN,1
3816,0,2,4,1025816,5.84900216,0,0,0,336910,1,0,BENIGN,0
3817,0,1,2,173,17341.04046,104046.2428,6,6,3,0,0,BENIGN,1
3818,0,30,28,117808738,0.492323413,81.30126986,89.46666667,246.2142857,4361414.407,1,149625,BENIGN,0
3819,0,38,32,117041740,0.598077233,62.90063699,69.31578947,147.75,3774621.903,1,428652.3636,BENIGN,0
3820,0,24,23,117024513,0.401625256,74.85611156,78.91666667,298.5217391,5316474.591,1,142956.5,BENIGN,0
3821,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3822,0,2,10,15337678,0.782387008,0,0,0,1701355.556,1,7145528,BENIGN,0
3823,1,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
3824,0,32,25,117057092,0.486941876,142.340799,161.4375,459.84,4874815.333,1,194158,BENIGN,0
3825,0,4,0,1251,3197.442046,98321.34293,30.75,0,0,0,0,BENIGN,0
3826,0,1,2,1,3.00E+06,0,0,0,0,0,0,BENIGN,1
3827,0,1,2,229,13100.43668,78602.62009,6,6,2,0,0,BENIGN,1
3828,0,1,2,172,17441.86047,104651.1628,6,6,3,0,0,BENIGN,1
3829,0,2,10,14340004,0.83681985,0,0,0,1588871.111,1,6339962,BENIGN,0
3830,0,1,3,248,16129.03226,96774.19355,6,6,49,0,0,BENIGN,1
3831,0,24,24,117052906,0.410070981,81.79207443,78.91666667,320,5086553.913,1,144532,BENIGN,0
3832,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
3833,0,13,8,5412812,3.879683979,295.2254761,99.53846154,38,12497.14286,1,109863,BENIGN,0
3834,0,2,2,21961,182.1410683,10199.89982,29,83,2,0,0,BENIGN,0
3835,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
3836,0,2,2,20826,192.0676078,7682.704312,32,48,1,0,0,BENIGN,0
3837,0,48,49,117412848,0.826144682,129.9346729,167.4166667,147.3469388,2445227.417,1,316505,BENIGN,0
3838,0,4,0,1281,3122.5605,100702.5761,32.25,0,0,0,0,BENIGN,0
3839,0,2,2,21632,184.9112426,12019.23077,37,93,3,0,0,BENIGN,0
3840,0,1,2,96,31250,0,0,0,1,0,0,BENIGN,1
3841,0,24,26,50279679,0.994437534,159.0304505,230.1666667,95.07692308,2010045.96,1,52169,BENIGN,0
3842,0,36,40,117323987,0.647778872,111.963464,75.16666667,260.75,3001921.923,1,706751.5,BENIGN,0
3843,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3844,0,2,2,20595,194.2218985,10682.20442,31,79,2,0,0,BENIGN,0
3845,0,8,0,115477431,0.069277606,0,0,0,0,0,2,BENIGN,0
3846,0,2,2,46910,85.26966532,5585.163078,46,85,2,0,0,BENIGN,0
3847,0,1,3,79647,50.22160282,301.3296169,6,6,12367.5,0,0,BENIGN,0
3848,0,5,0,272,18382.35294,588235.2941,32,0,0,0,0,BENIGN,0
3849,0,2,0,2,1.00E+06,15500000,15.5,0,0,0,0,BENIGN,0
3850,0,2,0,51,39215.68627,0,0,0,0,0,0,BENIGN,1
3851,0,52,0,114387225,0.454596219,0,0,0,0,0,5.333333333,BENIGN,0
3852,0,2,2,20988,190.5850962,9529.254812,42,58,2,0,0,BENIGN,0
3853,0,2,2,21882,182.7986473,17640.06946,56,137,3,0,0,BENIGN,0
3854,0,32,45,1582732,48.65005573,6531.743845,86.25,168.4,34758.65909,1,0,BENIGN,0
3855,0,4,0,425,9411.764706,289411.7647,30.75,0,0,0,0,BENIGN,0
3856,0,2,2,21091,189.6543549,7586.174198,32,48,3,0,0,BENIGN,0
3857,0,2,2,106486,37.56362339,1652.799429,30,58,3,0,0,BENIGN,0
3858,0,2,2,21379,187.0994902,10851.77043,44,72,3,0,0,BENIGN,0
3859,0,3,0,4,750000,4500000,6,0,0,0,0,BENIGN,1
3860,0,3,32,79244,441.6738176,589950.0278,6,1460.375,783.2903226,0,0,BENIGN,0
3861,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,0
3862,0,2,2,20968,190.7668829,8775.276612,32,60,16,0,0,BENIGN,0
3863,0,2,2,21108,189.5016108,15160.12886,32,128,3,0,0,BENIGN,0
3864,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3865,0,3,5,55247,144.8042428,35658.04478,6,390.4,1221.75,0,0,BENIGN,0
3866,0,31,28,115548730,0.510607083,22.76095981,33.61290323,56.71428571,4089035.556,1,35978.45455,BENIGN,0
3867,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3868,0,3,0,5,6.00E+05,13600000,22.66666667,0,0,0,0,BENIGN,1
3869,0,2,2,66900,59.79073244,2690.58296,31,59,3,0,0,BENIGN,0
3870,0,2,0,4,5.00E+05,3.00E+06,6,0,0,0,0,BENIGN,0
3871,0,14,14,5201733,5.382821456,2650.847323,97.07142857,887.8571429,6990.846154,1,0,BENIGN,0
3872,0,1,1,40941,48.85078528,293.1047117,6,6,0,0,0,BENIGN,0
3873,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,1
3874,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3875,0,5,2,6031134,1.160644085,2.98451336,3.6,0,1,1,0,BENIGN,0
3876,0,1,2,174,17241.37931,103448.2759,6,6,2,0,0,BENIGN,1
3877,0,4,0,2228,1795.332136,57899.4614,32.25,0,0,0,0,BENIGN,0
3878,0,16,12,140106,199.848686,53152.61302,105.0625,480.5,7595.636364,1,0,BENIGN,0
3879,0,6,0,9015547,0.665517023,0,0,0,0,1,3015173,BENIGN,1
3880,0,2,2,20822,192.1045049,10757.85227,29,83,2,0,0,BENIGN,0
3881,0,2,2,47196,84.75294516,4746.164929,42,70,3,0,0,BENIGN,0
3882,0,14,0,65149607,0.214890015,0,0,0,0,1,2432549.333,BENIGN,1
3883,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3884,0,1,1,26871,74.42968256,0,0,0,0,0,0,BENIGN,0
3885,0,2,2,23540,169.9235344,12744.26508,47,103,2,0,0,BENIGN,0
3886,0,20,16,52608599,0.684298778,139.4068677,85.5,351.5,11958.06667,1,340010,BENIGN,0
3887,0,2,2,70830,56.4732458,3444.867994,31,91,2,0,0,BENIGN,0
3888,0,4,4,104750689,0.076371813,4.945074872,39.5,90,34909929.67,0,20903,BENIGN,0
3889,0,2,2,28439,140.6519217,6610.640318,33,61,2,0,0,BENIGN,0
3890,0,1,1,41115,48.64404718,291.8642831,6,6,0,0,0,BENIGN,0
3891,0,40,34,116109173,0.637331212,80.76019971,55.575,210.4117647,3414931,1,87490.54545,BENIGN,0
3892,0,4,0,236,16949.15254,521186.4407,30.75,0,0,0,0,BENIGN,0
3893,0,2,2,20819,192.1321869,10183.00591,45,61,3,0,0,BENIGN,0
3894,0,1,2,158,18987.34177,113924.0506,6,6,2,0,0,BENIGN,1
3895,0,1,2,145,20689.65517,213793.1034,0,15.5,2,0,0,BENIGN,1
3896,0,4,0,1478,2706.359946,73071.71854,27,0,0,0,0,BENIGN,0
3897,0,3,0,4,750000,15500000,20.66666667,0,0,0,0,BENIGN,1
3898,0,42,33,117594549,0.637784665,143.3910002,130.8571429,344.4242424,3672451.625,1,246396,BENIGN,0
3899,0,2,2,20896,191.424196,10432.61868,36,73,1,0,0,BENIGN,0
3900,0,4,0,1447,2764.340014,89149.96545,32.25,0,0,0,0,BENIGN,0
3901,0,2,2,20652,193.6858416,16366.45361,52,117,2,0,0,BENIGN,0
3902,0,16,12,56661999,0.494158351,40.83865802,110.25,45.83333333,15228.18182,1,208457,BENIGN,0
3903,0,2,2,20777,192.5205756,10011.06993,24,80,2,0,0,BENIGN,0
3904,0,2,2,61244,65.31252041,6727.189602,51,155,2,0,0,BENIGN,0
3905,0,4,0,1624,2463.054187,79433.49754,32.25,0,0,0,0,BENIGN,0
3906,0,2,2,63025,63.46687822,2475.208251,31,47,3,0,0,BENIGN,0
3907,0,4,0,13,307692.3077,61846153.85,201,0,0,0,0,BENIGN,1
3908,0,2,2,21224,188.4658877,9234.828496,41,57,3,0,0,BENIGN,0
3909,0,2,2,20877,191.5984097,15806.8688,40,125,2,0,0,BENIGN,0
3910,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
3911,0,460,821,119370478,10.73129656,10633.85203,13.35652174,1538.640682,145541.2463,1,1580752,BENIGN,0
3912,0,18,20,30599071,1.241867768,98.63044535,123.2222222,40,1609120.895,1,57637.66667,BENIGN,0
3913,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
3914,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
3915,0,1,2,170,17647.05882,105882.3529,6,6,2,0,0,BENIGN,1
3916,0,6,0,279411,21.47374298,0,0,0,0,0,0,BENIGN,0
3917,0,4,0,502,7968.12749,256972.1116,32.25,0,0,0,0,BENIGN,0
3918,0,4,0,360,11111.11111,358333.3333,32.25,0,0,0,0,BENIGN,0
3919,0,20,20,62369732,0.64133673,24.81973147,33.6,43.8,3280484.737,0,3880923,BENIGN,0
3920,0,2,2,21228,188.430375,12436.40475,38,94,5,0,0,BENIGN,0
3921,0,1,1,91366,21.88998096,131.3398857,6,6,0,0,0,BENIGN,0
3922,0,2,2,20974,190.7123105,23076.18957,42,200,3,0,0,BENIGN,0
3923,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
3924,0,2,2,20801,192.2984472,11153.30994,44,72,3,0,0,BENIGN,0
3925,0,2,2,109019,36.69085205,110.0725562,0,6,3,1,0,BENIGN,0
3926,0,39,0,113587098,0.343348855,0,0,0,0,0,5.416666667,BENIGN,0
3927,0,1,2,157,19108.28025,114649.6815,6,6,2,0,0,BENIGN,1
3928,0,1,1,54844,36.46707024,218.8024214,6,6,0,0,0,BENIGN,0
3929,0,1,3,273,14652.01465,87912.08791,6,6,55,0,0,BENIGN,1
3930,0,31,28,115985573,0.508683955,21.17504735,33.35483871,50.78571429,4096078.963,1,47296.63636,BENIGN,0
3931,0,16,10,6012625,4.324234423,1453.109083,82.3125,742,10882,1,180480,BENIGN,0
3932,0,5,0,34,147058.8235,4529411.765,30.8,0,0,0,0,BENIGN,0
3933,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,0
3934,0,4,0,180,22222.22222,716666.6667,32.25,0,0,0,0,BENIGN,0
3935,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
3936,0,2,2,22840,175.1313485,11208.4063,50,78,3,0,0,BENIGN,0
3937,0,3,2,97,51546.39175,0,0,0,1,0,0,BENIGN,1
3938,0,1,1,44780,44.66279589,0,0,0,0,0,0,BENIGN,0
3939,0,2,2,21010,190.3855307,18657.78201,90,106,3,0,0,BENIGN,0
3940,0,2,2,20835,191.9846412,9407.24742,41,57,3,0,0,BENIGN,0
3941,0,8,2,53878470,0.185602895,6.032094081,29.125,46,2,0,62275,BENIGN,0
3942,0,77,114,117622869,1.623833882,763.1679176,209.4025974,645.9824561,1038707.354,1,649503,BENIGN,0
3943,0,3,2,429,11655.01166,205128.2051,25.33333333,6,2,0,0,BENIGN,1
3944,0,1,2,166,18072.28916,108433.7349,6,6,1,0,0,BENIGN,1
3945,0,2,2,47638,83.9665813,3358.663252,32,48,3,0,0,BENIGN,0
3946,0,2,0,1,2.00E+06,9.10E+08,455,0,0,0,0,BENIGN,1
3947,0,2,2,20680,193.4235977,9090.909091,33,61,2,0,0,BENIGN,0
3948,0,2,0,2,1.00E+06,15500000,15.5,0,0,0,0,BENIGN,0
3949,0,1,2,117,25641.02564,0,0,0,2,0,0,BENIGN,1
3950,0,2,2,20944,190.9854851,10122.23071,45,61,3,0,0,BENIGN,0
3951,0,32,31,116865677,0.539080435,102.1856914,77.9375,304.7741935,3893448.933,1,216045,BENIGN,0
3952,0,4,0,1078,3710.575139,119666.0482,32.25,0,0,0,0,BENIGN,0
3953,0,3,0,4,750000,0,0,0,0,0,0,BENIGN,1
3954,0,2,2,20724,193.0129319,14475.96989,47,103,3,0,0,BENIGN,0
3955,0,2,0,1,2.00E+06,0,0,0,0,0,0,BENIGN,0
3956,0,9,2,53486248,0.205660341,5.272383286,22.66666667,39,3,0,28535,BENIGN,0
3957,0,2,2,24341,164.3317859,10763.73197,46,85,2,0,0,BENIGN,0
3958,0,7,2,27596,326.1342224,37469.19843,147.7142857,0,2,1,0,BENIGN,0
3959,0,2,2,20834,191.9938562,10751.65595,24,88,3,0,0,BENIGN,0
3960,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
3961,0,13,12,54818847,0.456047534,1.422868307,6,0,4566536.182,0,38345.8,BENIGN,0
3962,0,2,2,21100,189.5734597,12985.78199,30,107,2,0,0,BENIGN,0
3963,0,2,0,1,2.00E+06,2.40E+07,12,0,0,0,0,BENIGN,0
3964,0,2,2,21142,189.1968593,7567.874373,32,48,2,0,0,BENIGN,0
3965,0,3,2,3,1666666.667,0,0,0,0,0,0,BENIGN,1
3966,0,2,2,20993,190.5397037,10098.6043,45,61,2,0,0,BENIGN,0
3967,0,18,0,6018790,2.99063433,370.8386569,124,0,0,0,0,BENIGN,0
3968,0,1,2,98,30612.2449,183673.4694,6,6,3,0,0,BENIGN,1
3969,0,2,2,47307,84.55408291,5918.785803,43,97,3,0,0,BENIGN,0
3970,0,2,0,1,2.00E+06,0,0,0,0,0,0,BENIGN,0
3971,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
